site,area,recording_area,lat,long,offshore,region,subregion
Rhinefield,,Hampshire,50.834,-1.624,,England,South East
Rhinog Fawr,,Meirionnydd,52.842,-3.996,,Wales,North Wales
Rhiwderin,,Gwent,51.581,-3.069,,Wales,South Wales
Rhosneigr,,Anglesey,53.228,-4.520,,Wales,North Wales
Rhossili,,Gower,51.569,-4.287,,Wales,South Wales
Rhuddlan,,Flintshire,53.293,-3.464,,Wales,North Wales
Rhunahaorine,Kintyre,Argyll,55.675,-5.649,,Scotland,Central Belt
Rhyl,,Flintshire,53.323,-3.492,,Wales,North Wales
Rhymney Estuary,,East Glamorgan,51.491,-3.124,,Wales,South Wales
Ribble Estuary,,Lancashire & North Merseyside,53.729,-2.930,,England,North West
Ribble Marshes,,Lancashire & North Merseyside,53.725,-2.915,,England,North West
Richmond,,Greater London,51.461,-0.299,,England,South East
Richmond Bank,,Cheshire & Wirral,53.375,-2.642,,England,North West
Richmond Park,,Greater London,51.442,-0.274,,England,South East
Riding Mill,,Northumberland,54.949,-1.973,,England,North East
Riding Stables,St Mary's,Isles of Scilly,49.926,-6.289,1,England,South West
Riding Stables/Airport,St Mary's,Isles of Scilly,49.920,-6.291,1,England,South West
Rimac,,Lincolnshire,53.402,0.207,,England,
Rinavella Bay,,County Clare,52.607,-9.707,,Ireland,Republic of Ireland
Ring,,County Cork,51.894,-7.897,,Ireland,Republic of Ireland
Ring/Clonpriest/Pilmore,,County Cork,51.906,-7.904,,Ireland,Republic of Ireland
Ring/Pilmore Strand,,County Cork,51.901,-7.898,,Ireland,Republic of Ireland
Ringaskiddy,,County Cork,51.831,-8.324,,Ireland,Republic of Ireland
Ringasta,Mainland,Shetland,59.914,-1.324,1,Scotland,Shetland
Ringasta/Virkie,Mainland,Shetland,59.901,-1.316,1,Scotland,Shetland
Ringmoylan,,County Limerick,52.405,-9.168,,Ireland,Republic of Ireland
Ringstead,,Norfolk,52.933,0.540,,England,East Anglia
Ringstead Bay,,Dorset,50.631,-2.352,,England,South West
Ringstead Gravel Pits,,Northamptonshire,52.366,-0.567,,England,East Midlands
Ringwood,,Hampshire,50.843,-1.775,,England,South East
Ripley (Surrey),,Surrey,51.301,-0.492,,England,South East
Ripley (Yorkshire),,Yorkshire,54.039,-1.568,,England,North East
Ripley Farm Reservoir,,Hampshire,50.796,-1.782,,England,South East
Rippack,,Fair Isle,59.519,-1.629,1,Scotland,Shetland
Ripple Gravel Pits,,Worcestershire,52.055,-2.195,,England,West Midlands
River Crouch Marshes,,Essex,51.639,0.740,,England,East Anglia
River Lynher,,Cornwall,50.380,-4.259,,England,South West
Rivington Reservoir,,Lancashire & North Merseyside,53.624,-2.572,,England,North West
Roadford Reservoir,,Devon,50.700,-4.229,,England,South West
Roaninish Island,,County Donegal,54.870,-8.535,,Ireland,Republic of Ireland
Roborough Down,,Devon,50.454,-4.095,,England,South West
Roch,,Pembrokeshire,51.849,-5.080,,Wales,South Wales
Rock,,Cornwall,50.543,-4.914,,England,South West
Rockabill,,County Dublin,53.598,-6.004,,Ireland,Republic of Ireland
Rockcliffe Marsh,,Cumbria,54.977,-3.057,,England,North West
Rockcliffe Marsh/Gretna,,Cumbria,54.985,-3.062,,England,North West
Rockland Broad,,Norfolk,52.594,1.441,,England,East Anglia
Rocky Hill,St Mary's,Isles of Scilly,49.917,-6.304,1,England,South West
Rocky Hill/Lower Moors,St Mary's,Isles of Scilly,49.917,-6.303,1,England,South West
Rodbourne Sewage Farm,,Wiltshire,51.571,-1.819,,England,Home Counties
Rodden Hive,,Dorset,50.638,-2.561,,England,South West
Rode,,Somerset,51.285,-2.281,,England,South West
Roden Down,,Berkshire,51.533,-1.235,,England,Home Counties
Roe Estuary,,County Derry,55.105,-6.975,,Ireland,Northern Ireland
Roedean,,Sussex,50.811,-0.085,,England,South East
Rogerstown Estuary,,County Dublin,53.506,-6.130,,Ireland,Republic of Ireland
Rogerstown Estuary/Rush,,County Dublin,53.513,-6.106,,Ireland,Republic of Ireland
Rogerstown Estuary/Rush/Portrane,,County Dublin,53.503,-6.111,,Ireland,Republic of Ireland
Roke,,Oxfordshire,51.637,-1.093,,England,Home Counties
Roke/Brightwell-cum-Sotwell,,Oxfordshire,51.626,-1.127,,England,Home Counties
Rollesby Broad,,Norfolk,52.676,1.639,,England,East Anglia
Ronas Hill,Mainland,Shetland,60.534,-1.446,1,Scotland,Shetland
Ronas Hill/Sullom Voe,Mainland,Shetland,60.498,-1.377,1,Scotland,Shetland
Roonagh Lough,,County Mayo,53.724,-9.892,,Ireland,Republic of Ireland
Rosbeg,,County Donegal,54.821,-8.524,,Ireland,Republic of Ireland
Rosehearty,,North-east Scotland,57.699,-2.117,,Scotland,North East Scotland
Rosehill,St Mary's,Isles of Scilly,49.918,-6.305,1,England,South West
Roseisle,,Moray & Nairn,57.687,-3.446,,Scotland,North East Scotland
Rosevear,St Agnes,Isles of Scilly,49.892,-6.347,1,England,South West
Rosper Road Pools,,Lincolnshire,53.647,-0.231,,England,
Ross Back Sands,,Northumberland,55.636,-1.775,,England,North East
Ross Castle,,County Kerry,52.041,-9.532,,Ireland,Republic of Ireland
Ross Strand,,County Mayo,54.233,-9.198,,Ireland,Republic of Ireland
Rossal Point,,Lancashire & North Merseyside,53.923,-3.044,,England,North West
Rossal Point/Fleetwood,,Lancashire & North Merseyside,53.921,-3.042,,England,North West
Rossaveal,,County Galway,53.266,-9.550,,Ireland,Republic of Ireland
Rossbeigh,,County Kerry,52.052,-9.979,,Ireland,Republic of Ireland
Rosscarbery,,County Cork,51.578,-9.029,,Ireland,Republic of Ireland
Rosscarbery/Owenahincha,,County Cork,51.573,-9.015,,Ireland,Republic of Ireland
Rosslare,,County Wexford,52.258,-6.376,,Ireland,Republic of Ireland
Rostellan,,County Cork,51.853,-8.181,,Ireland,Republic of Ireland
Rostherne Mere,,Cheshire & Wirral,53.354,-2.385,,England,North West
Rostoonstown,,County Wexford,52.187,-6.418,,Ireland,Republic of Ireland
Rosyth,,Fife,56.034,-3.429,,Scotland,South East Scotland
Rothamsted Park,,Hertfordshire,51.812,-0.363,,England,Home Counties
Rother Valley,,Yorkshire,53.337,-1.323,,England,North East
Rother Valley/Thrybergh Country Park,,Yorkshire,53.398,-1.305,,England,North East
Rotherham,,Yorkshire,53.431,-1.356,,England,North East
Rothesay,Bute,Clyde Islands,55.838,-5.055,1,Scotland,Central Belt
Rothwell,,Lincolnshire,53.481,-0.267,,England,
Rough Point,,County Kerry,52.315,-10.016,,Ireland,Republic of Ireland
Rough Tor,,Cornwall,50.600,-4.600,,England,South West
Rousay,,Orkney,59.157,-3.030,1,Scotland,
Rousay/Westray,Various islands,Orkney,59.227,-2.999,1,Scotland,
Rowesfield,Tresco,Isles of Scilly,49.950,-6.325,1,England,South West
Rowley Lake,,Lancashire & North Merseyside,53.792,-2.211,,England,North West
Royal Portbury Dock,,Avon,51.497,-2.720,,England,South West
Roydon,,Hertfordshire,51.772,0.038,,England,Home Counties
Roydon Common,,Norfolk,52.774,0.487,,England,East Anglia
Ruaig,Tiree,Argyll,56.534,-6.771,1,Scotland,Hebrides
Ruaig/Balephetrish/Cornaigie/Vaul,Tiree,Argyll,56.528,-6.839,1,Scotland,Hebrides
Ruan Lanihorne,,Cornwall,50.239,-4.953,,England,South West
Rubh' Ard Mhicheil,South Uist,Outer Hebrides,57.277,-7.422,1,Scotland,Hebrides
Rubh' Arnal,North Uist,Outer Hebrides,57.565,-7.469,1,Scotland,Hebrides
Rubha Ardvule,South Uist,Outer Hebrides,57.241,-7.457,1,Scotland,Hebrides
Rubha Ardvule/Peninerine,South Uist,Outer Hebrides,57.267,-7.430,1,Scotland,Hebrides
Rudston,,Yorkshire,54.091,-0.324,,England,North East
Rudyard Reservoir,,Staffordshire,53.136,-2.086,,England,West Midlands
Rue Point,,Isle of Man,54.401,-4.454,1,,
Runcorn,,Cheshire & Wirral,53.327,-2.705,,England,North West
Rush,,County Dublin,53.520,-6.082,,Ireland,Republic of Ireland
Rusheen Bay,,County Galway,53.259,-9.120,,Ireland,Republic of Ireland
Rushy Bay,Bryher,Isles of Scilly,49.945,-6.356,1,England,South West
Rusland Valley,,Cumbria,54.290,-3.019,,England,North West
Rutland Water,,Leicestershire & Rutland,52.651,-0.640,,England,East Midlands
Rutland Water/Eyebrook Reservoir,,Leicestershire & Rutland,52.602,-0.691,,England,East Midlands
Rutland Water/Stanwick Gravel Pits,,Leicestershire & Rutland,52.493,-0.610,,England,East Midlands
Rye,,Sussex,50.941,0.762,,England,South East
Rye/Colne Point,,Sussex,51.356,0.900,,England,South East
Rye Meads,,Hertfordshire,51.776,0.009,,England,Home Counties
Rye Meads/Broxbourne,,Hertfordshire,51.759,-0.007,,England,Home Counties
Rye Meads/Roydon,,Hertfordshire,51.774,0.024,,England,Home Counties
Ryhope,,Durham,54.868,-1.364,,England,North East
Ryton,,Yorkshire,54.974,-1.762,,England,North East
Saddington Reservoir,,Leicestershire & Rutland,52.514,-1.023,,England,East Midlands
Saddlebow,,Norfolk,52.716,0.381,,England,East Anglia
Saintfield,,County Down,54.460,-5.833,,Ireland,Northern Ireland
Sainthill,,Devon,50.866,-3.293,,England,South West
Salakee,St Mary's,Isles of Scilly,49.916,-6.290,1,England,South West
Salakee/Airfield,St Mary's,Isles of Scilly,49.915,-6.291,1,England,South West
Salcombe,,Devon,50.237,-3.767,,England,South West
Sale Meadows,,Greater Manchester,53.431,-2.306,,England,North West
Sale Water Park,,Greater Manchester,53.433,-2.302,,England,North West
Saleen,,County Cork,51.864,-8.162,,Ireland,Republic of Ireland
Salen,Mull,Argyll,56.517,-5.946,1,Scotland,Hebrides
Salisbury Plain,,Wiltshire,51.256,-1.880,,England,Home Counties
Saltash,,Cornwall,50.409,-4.216,,England,South West
Saltburn,,Cleveland,54.585,-0.971,,England,North East
Saltcoates,,Cumbria,54.362,-3.421,,England,North West
Saltcoats,,Ayrshire,55.633,-4.785,,Scotland,South West Scotland
Saltend,,Yorkshire,53.732,-0.237,,England,North East
Saltend Marsh,,Yorkshire,53.732,-0.236,,England,North East
Salterfen Rocks,,Durham,54.880,-1.355,,England,North East
Saltfleet,,Lincolnshire,53.424,0.187,,England,
Saltfleet/Spurn,,Lincolnshire,53.516,0.166,,England,
Saltfleetby,,Lincolnshire,53.391,0.179,,England,
Salthill,,County Galway,53.263,-9.070,,Ireland,Republic of Ireland
Saltholme,,Cleveland,54.601,-1.231,,England,North East
Saltholme/Cowpen Marsh,,Cleveland,54.608,-1.240,,England,North East
Saltholme/Greenabella Marsh,,Cleveland,54.614,-1.217,,England,North East
Saltholme/Seaton Snook/Bran Sands,,Cleveland,54.626,-1.172,,England,North East
Salthouse,,Norfolk,52.952,1.094,,England,East Anglia
Salthouse Heath,,Norfolk,52.942,1.086,,England,East Anglia
Salthouse/Weybourne,,Norfolk,52.949,1.121,,England,East Anglia
Saltmarsh Delph,,Yorkshire,53.714,-0.827,,England,North East
Saltwood,,Kent,51.078,1.075,,England,South East
Samlesbury,,Lancashire & North Merseyside,53.758,-2.606,,England,North West
Samlesbury/Withnell Fold,,Lancashire & North Merseyside,53.730,-2.599,,England,North West
Sammy's Point,,Yorkshire,53.631,0.108,,England,North East
Samphire Hoe Country Park,,Kent,51.104,1.274,,England,South East
Samson,Samson,Isles of Scilly,49.933,-6.352,1,England,South West
Samson Hill,Bryher,Isles of Scilly,49.947,-6.352,1,England,South West
Samson Hill/Green Bay,Bryher,Isles of Scilly,49.948,-6.352,1,England,South West
Samson Hill/Southward,Bryher,Isles of Scilly,49.949,-6.353,1,England,South West
Samson/Great Pool/Abbey Pool,Tresco,Isles of Scilly,49.944,-6.334,1,England,South West
Sanaigmore,Islay,Argyll,55.850,-6.415,1,Scotland,Hebrides
Sanaigmore/Machir Bay,Islay,Argyll,55.817,-6.435,1,Scotland,Hebrides
Sand,Mainland,Shetland,60.214,-1.377,1,Scotland,Shetland
Sand Loch,,North-east Scotland,57.346,-1.945,,Scotland,North East Scotland
Sand Water,Yell,Shetland,60.591,-1.154,1,Scotland,Shetland
Sandaig,Tiree,Argyll,56.483,-6.975,1,Scotland,Hebrides
Sandaig/Balephuil/Middleton,Tiree,Argyll,56.476,-6.961,1,Scotland,Hebrides
Sanday,,Orkney,59.253,-2.555,1,Scotland,
Sandbach Flashes,,Cheshire & Wirral,53.132,-2.413,,England,North West
Sandfield Pond,,Yorkshire,53.903,-0.287,,England,North East
Sandgarth,Mainland,Shetland,60.396,-1.262,1,Scotland,Shetland
Sandgarth/Sand Water,Various islands,Shetland,60.494,-1.208,1,Scotland,Shetland
Sandhaven,,North-east Scotland,57.696,-2.062,,Scotland,North East Scotland
Sandiacre,,Derbyshire,52.925,-1.290,,England,East Midlands
Sandilands,,Lincolnshire,53.302,0.290,,England,
Sandness,Mainland,Shetland,60.298,-1.653,1,Scotland,Shetland
Sandringham,,Norfolk,52.828,0.516,,England,East Anglia
Sands of Forvie,,North-east Scotland,57.324,-1.975,,Scotland,North East Scotland
Sandside Bay (Caithness),,Caithness,58.566,-3.784,,Scotland,Scottish Highlands
Sandside Bay (Orkney),Mainland,Orkney,58.946,-2.716,1,Scotland,
Sandwater,Mainland,Shetland,60.668,-1.034,1,Scotland,Shetland
Sandwell Valley,,West Midlands,52.523,-1.972,,England,West Midlands
Sandwich Bay,,Kent,51.261,1.391,,England,South East
Sandwich Bay/Pegwell Bay,,Kent,51.292,1.378,,England,South East
Sandwick,Mainland,Shetland,60.002,-1.234,1,Scotland,Shetland
Sandwick (Orkney),Mainland,Orkney,59.059,-3.283,1,Scotland,
Sandwick/Hoswick,Mainland,Shetland,60.000,-1.246,1,Scotland,Shetland
Sandwood Bay,,Highland,58.539,-5.052,,Scotland,Scottish Highlands
Sandy,,Bedfordshire,52.130,-0.287,,England,Home Counties
Sandy Haven,,Pembrokeshire,51.726,-5.112,,Wales,South Wales
Sandy Lane,St Mary's,Isles of Scilly,49.923,-6.297,1,England,South West
Sandy Water Park,,Carmarthenshire,51.682,-4.178,,Wales,South Wales
Sandymount,,County Dublin,53.331,-6.216,,Ireland,Republic of Ireland
Sanna,,Highland,56.743,-6.181,,Scotland,Scottish Highlands
Santon Downham,,Suffolk,52.458,0.668,,England,East Anglia
Santon Warren,,Norfolk,52.463,0.678,,England,East Anglia
Sarclet,,Caithness,58.377,-3.118,,Scotland,Scottish Highlands
Saughall,,Cheshire & Wirral,53.223,-2.959,,England,North West
Saundersfoot,,Pembrokeshire,51.711,-4.699,,Wales,South Wales
Saunton Sands,,Devon,51.090,-4.228,,England,South West
Saxa Vord,Unst,Shetland,60.827,-0.841,1,Scotland,Shetland
Scalby,,Yorkshire,54.302,-0.447,,England,North East
Scaling Dam Reservoir,,Cleveland,54.503,-0.849,,England,North East
Scalloway,Mainland,Shetland,60.138,-1.278,1,Scotland,Shetland
Scapa Flow,Mainland,Orkney,58.948,-2.985,1,Scotland,
Scarborough,,Yorkshire,54.281,-0.399,,England,North East
Scarinish,Tiree,Argyll,56.502,-6.806,1,Scotland,Hebrides
Scarlett Point,,Isle of Man,54.063,-4.671,1,,
Scatness,Mainland,Shetland,59.868,-1.313,1,Scotland,Shetland
Scatness/Pool of Virkie,Mainland,Shetland,59.876,-1.304,1,Scotland,Shetland
Scatness/Pool of Virkie/Loch of Spiggie,Mainland,Shetland,59.906,-1.320,1,Scotland,Shetland
Scatsta,Mainland,Shetland,60.431,-1.299,1,Scotland,Shetland
Scatsta Ness,Mainland,Shetland,60.442,-1.294,1,Scotland,Shetland
School Brae,,Fair Isle,59.524,-1.634,1,Scotland,Shetland
Schoolhouse,,Fair Isle,59.522,-1.642,1,Scotland,Shetland
Schoolton,,Fair Isle,59.520,-1.641,1,Scotland,Shetland
Schull,,County Cork,51.527,-9.544,,Ireland,Republic of Ireland
Scole,,Norfolk,52.365,1.157,,England,East Anglia
Scolt Head,,Norfolk,52.984,0.702,,England,East Anglia
Scolt Head/Blakeney Point/Inner Farne,,Norfolk,54.305,-0.364,,England,East Anglia
Scolt Head/Holme/Hunstanton,,Norfolk,52.961,0.557,,England,East Anglia
Scorriton Down,,Devon,50.504,-3.852,,England,South West
Scorton Quarry,,Yorkshire,54.391,-1.644,,England,North East
Scotsman's Flash,,Greater Manchester,53.529,-2.636,,England,North West
Scotstown,,North-east Scotland,57.670,-2.534,,Scotland,North East Scotland
Scottish Highlands,,Highland,56.909,-3.996,,Scotland,Scottish Highlands
Scottiswoode,,Scottish Borders,55.681,-2.562,,Scotland,South East Scotland
Scourie,,Highland,58.352,-5.153,,Scotland,Scottish Highlands
Scousburgh,Mainland,Shetland,59.944,-1.327,1,Scotland,Shetland
Scrabster,,Caithness,58.611,-3.553,,Scotland,Scottish Highlands
Scratby,,Norfolk,52.681,1.714,,England,East Anglia
Sea area Dover,,At sea,50.827,1.161,1,,
Sea area Forties,,At sea,58.567,-1.583,1,,
Sea area Rockall,,At sea,57.417,-13.467,1,,
Sea area Viking,,At sea,59.743,1.813,1,,
Sea area Viking,,At sea,60.000,2.000,1,,
Sea area Viking/Hermaness,,Shetland,60.285,0.490,1,Scotland,Shetland
Sea Palling,,Norfolk,52.786,1.605,,England,East Anglia
Sea Palling/Waxham,,Norfolk,52.783,1.613,,England,East Anglia
Seabrook,,Kent,51.076,1.130,,England,South East
Seaburn,,Durham,54.938,-1.368,,England,North East
Seacliff,,Lothian,56.052,-2.637,,Scotland,South East Scotland
Seacombe Ferry,,Cheshire & Wirral,53.410,-3.016,,England,North West
Seafield,Mainland,Shetland,60.145,-1.161,1,Scotland,Shetland
Seafield (Clare),,County Clare,52.807,-9.482,,Ireland,Republic of Ireland
Seafield (D&G),,Dumfries & Galloway,54.964,-3.250,,Scotland,South West Scotland
Seafield (Lothian),,Lothian,55.968,-3.135,,Scotland,South East Scotland
Seafield/Helendale,Mainland,Shetland,60.147,-1.166,1,Scotland,Shetland
Seaford,,Sussex,50.773,0.099,,England,South East
Seaforth,,Lancashire & North Merseyside,53.464,-3.019,,England,North West
Seaforth/Crosby Marine Park,,Lancashire & North Merseyside,53.468,-3.026,,England,North West
Seaforth/Marshside/Crosby Marine Park,,Lancashire & North Merseyside,53.522,-3.018,,England,North West
Seaforth/New Brighton,,Lancashire & North Merseyside,53.452,-3.034,,England,North West
Seaham,,Durham,54.841,-1.334,,England,North East
Seahouses,,Northumberland,55.582,-1.651,,England,North East
Seahouses/Beadnell,,Northumberland,55.569,-1.640,,England,North East
Seal Sands,,Cleveland,54.620,-1.187,,England,North East
Seale,,Surrey,51.223,-0.716,,England,South East
Seasalter,,Kent,51.347,0.997,,England,South East
Seaton,,Devon,50.712,-3.066,,England,South West
Seaton (Kent),,Kent,51.284,1.191,,England,South East
Seaton Burn,,Northumberland,55.059,-1.627,,England,North East
Seaton Carew,,Cleveland,54.661,-1.186,,England,North East
Seaton Common,,Cleveland,54.643,-1.179,,England,North East
Seaton Gravel Pits,,Kent,51.288,1.199,,England,South East
Seaton Park,,North-east Scotland,57.172,-2.100,,Scotland,North East Scotland
Seaton Point,,Northumberland,55.408,-1.576,,England,North East
Seaton Sluice,,Northumberland,55.085,-1.475,,England,North East
Seaton Snook,,Cleveland,54.642,-1.169,,England,North East
Seaton Snook/Newburn Bridge,,Cleveland,54.660,-1.184,,England,North East
Seaview,,Isle of Wight,50.721,-1.111,1,England,South East
Seavy Carr,,Yorkshire,53.866,-1.269,,England,North East
Sedbergh,,Cumbria,54.323,-2.528,,England,North West
Sedgeford,,Norfolk,52.900,0.544,,England,East Anglia
Seeswood Pool,,Warwickshire,52.512,-1.519,,England,West Midlands
Seil Island (general),Seil Island,Argyll,56.300,-5.616,,Scotland,Central Belt
Selker,,Cumbria,54.287,-3.421,,England,North West
Sellafirth,Yell,Shetland,60.661,-1.047,1,Scotland,Shetland
Sellindge,,Kent,51.103,1.005,,England,South East
Selset Reservoir,,Durham,54.586,-2.140,,England,North East
Selsey Bill,,Sussex,50.723,-0.788,,England,South East
Selsey Bill/Worthing/Seaford/Birling Gap,,Sussex,50.758,-0.018,,England,South East
Semblister,Mainland,Shetland,60.237,-1.397,1,Scotland,Shetland
Send,,Surrey,51.288,-0.527,,England,South East
Sennen,,Cornwall,50.072,-5.695,,England,South West
Sennen/Drift Reservoir/Marazion,,Cornwall,50.107,-5.560,,England,South West
Sennowe Park,,Norfolk,52.790,0.939,,England,East Anglia
